project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
1121,Learning Management System,Python,Module_105,3170,Large Class,High,Yes,Move Method,3.63,7.9,2023-01-25
1122,Social Media App,Python,Module_86,2726,Feature Envy,Medium,No,Rename Variable,2.41,2.64,2023-01-26
1123,Learning Management System,Python,Module_60,267,Spaghetti Code,Medium,Yes,Extract Method,8.21,14.28,2023-01-27
1124,Inventory Management,Go,Module_137,3166,Dead Code,Critical,Yes,Move Method,8.22,4.75,2023-01-28
1125,Inventory Management,C#,Module_128,2176,Spaghetti Code,Critical,No,Extract Method,3.26,3.86,2023-01-29
1126,E-Commerce App,Go,Module_292,3313,Spaghetti Code,Low,Yes,Split Class,1.76,8.86,2023-01-30
1127,Social Media App,Java,Module_210,1772,Large Class,Low,No,Split Class,6.4,12.58,2023-01-31
1128,Healthcare Platform,JavaScript,Module_83,1715,Magic Numbers,Low,No,Move Method,4.01,4.38,2023-02-01
1129,Banking System,Go,Module_16,329,Large Class,Medium,Yes,Inline Method,4.22,10.36,2023-02-02
1130,Social Media App,Java,Module_298,3826,Dead Code,Medium,No,Move Method,8.79,13.44,2023-02-03
1131,Banking System,JavaScript,Module_61,1005,Duplicate Code,Low,No,Extract Method,4.32,14.68,2023-02-04
1132,Banking System,Python,Module_125,2738,Magic Numbers,High,No,Move Method,8.03,1.96,2023-02-05
1133,Healthcare Platform,JavaScript,Module_211,2467,Large Class,Low,No,Move Method,2.05,12.25,2023-02-06
1134,Ride Sharing App,Java,Module_229,245,Dead Code,High,Yes,Inline Method,7.07,5.6,2023-02-07
1135,Healthcare Platform,C++,Module_37,3929,God Class,Critical,No,Remove Dead Code,5.93,9.61,2023-02-08
1136,E-Commerce App,Go,Module_97,3400,Long Method,Low,No,Remove Dead Code,4.48,4.16,2023-02-09
1137,E-Commerce App,Go,Module_62,4092,Spaghetti Code,Low,Yes,Split Class,7.06,0.07,2023-02-10
1138,Banking System,C#,Module_153,3468,God Class,Medium,No,Rename Variable,8.37,11.75,2023-02-11
1139,Banking System,Go,Module_47,3491,Dead Code,High,Yes,Inline Method,6.73,11.4,2023-02-12
1140,Healthcare Platform,Python,Module_57,825,Dead Code,High,Yes,Extract Method,8.68,5.63,2023-02-13
1141,Banking System,C#,Module_286,3745,Long Method,Medium,Yes,Remove Dead Code,3.65,10.62,2023-02-14
1142,Inventory Management,JavaScript,Module_278,3426,Dead Code,Medium,No,Inline Method,8.01,4.5,2023-02-15
1143,E-Commerce App,Python,Module_264,754,God Class,Medium,Yes,Replace Magic Number,4.23,5.45,2023-02-16
1144,E-Commerce App,C#,Module_31,615,Spaghetti Code,High,No,Move Method,1.17,0.72,2023-02-17
1145,Social Media App,C#,Module_277,365,Feature Envy,Low,Yes,Move Method,6.56,10.57,2023-02-18
1146,Banking System,C#,Module_179,1463,Magic Numbers,Critical,No,Replace Magic Number,7.31,13.6,2023-02-19
1147,Healthcare Platform,Java,Module_102,1701,Spaghetti Code,Critical,No,Remove Dead Code,7.23,0.7,2023-02-20
1148,E-Commerce App,C++,Module_35,4722,Magic Numbers,Low,No,Extract Method,9.25,4.64,2023-02-21
1149,Social Media App,Java,Module_85,3162,Spaghetti Code,Medium,No,Move Method,6.6,13.74,2023-02-22
1150,Banking System,JavaScript,Module_117,1859,Long Method,Low,Yes,Inline Method,6.67,5.82,2023-02-23
1151,Healthcare Platform,Go,Module_8,2372,Spaghetti Code,Medium,No,Extract Method,6.62,15.0,2023-02-24
1152,Learning Management System,Python,Module_156,3906,Duplicate Code,Low,Yes,Move Method,1.98,4.58,2023-02-25
1153,Banking System,Python,Module_35,1038,Large Class,Medium,No,Move Method,8.96,9.46,2023-02-26
1154,Social Media App,JavaScript,Module_122,3649,Long Method,Low,No,Split Class,5.84,4.22,2023-02-27
1155,Healthcare Platform,Go,Module_4,3041,Feature Envy,Medium,No,Remove Dead Code,8.16,9.42,2023-02-28
1156,Learning Management System,Python,Module_44,1681,Spaghetti Code,Critical,No,Replace Magic Number,3.11,12.59,2023-03-01
1157,Social Media App,Python,Module_90,1126,Magic Numbers,Critical,No,Extract Method,3.39,1.79,2023-03-02
1158,Healthcare Platform,Java,Module_171,4628,Long Method,Low,No,Move Method,7.58,0.59,2023-03-03
1159,Healthcare Platform,Java,Module_296,3594,Magic Numbers,Critical,Yes,Extract Method,3.0,0.67,2023-03-04
1160,E-Commerce App,JavaScript,Module_188,1587,Feature Envy,High,No,Split Class,2.0,2.72,2023-03-05
1161,Banking System,C#,Module_240,1443,Spaghetti Code,Low,Yes,Split Class,7.39,4.12,2023-03-06
1162,Ride Sharing App,Java,Module_222,1167,God Class,Critical,No,Inline Method,9.71,7.12,2023-03-07
1163,Inventory Management,Java,Module_191,4750,Feature Envy,Low,Yes,Remove Dead Code,9.76,3.99,2023-03-08
1164,Inventory Management,C++,Module_31,3190,God Class,Critical,No,Inline Method,6.92,14.05,2023-03-09
1165,Ride Sharing App,C#,Module_205,1857,Spaghetti Code,High,No,Inline Method,5.88,2.7,2023-03-10
1166,Banking System,C#,Module_90,1017,Spaghetti Code,Medium,No,Split Class,6.94,7.84,2023-03-11
1167,Learning Management System,Go,Module_265,2620,God Class,High,No,Split Class,6.12,1.18,2023-03-12
1168,Social Media App,C++,Module_273,4013,Magic Numbers,Critical,Yes,Move Method,4.24,14.21,2023-03-13
1169,Inventory Management,C#,Module_1,4270,Long Method,Medium,No,Inline Method,1.82,6.22,2023-03-14
1170,Healthcare Platform,C#,Module_198,1645,Long Method,Critical,Yes,Split Class,8.52,11.5,2023-03-15
1171,Learning Management System,Java,Module_235,900,Magic Numbers,Low,Yes,Remove Dead Code,2.12,1.58,2023-03-16
1172,Healthcare Platform,C#,Module_267,857,Spaghetti Code,Critical,Yes,Inline Method,9.45,1.28,2023-03-17
1173,Learning Management System,Python,Module_224,2960,Magic Numbers,Low,No,Inline Method,9.66,8.6,2023-03-18
1174,Social Media App,JavaScript,Module_37,2616,Spaghetti Code,Medium,Yes,Replace Magic Number,4.51,11.39,2023-03-19
1175,Ride Sharing App,C#,Module_165,2460,Large Class,High,Yes,Move Method,2.19,5.25,2023-03-20
1176,E-Commerce App,Go,Module_24,2786,Duplicate Code,Medium,No,Split Class,4.93,4.7,2023-03-21
1177,E-Commerce App,C++,Module_225,2971,Large Class,Low,No,Rename Variable,3.97,0.56,2023-03-22
1178,Banking System,C++,Module_236,2894,God Class,Medium,Yes,Replace Magic Number,5.99,10.35,2023-03-23
1179,E-Commerce App,JavaScript,Module_116,4613,God Class,High,Yes,Remove Dead Code,4.06,4.8,2023-03-24
1180,Inventory Management,Go,Module_210,67,Duplicate Code,Low,Yes,Move Method,2.55,11.24,2023-03-25
1181,Learning Management System,Python,Module_239,2687,Dead Code,Medium,No,Remove Dead Code,7.36,13.48,2023-03-26
1182,Healthcare Platform,C++,Module_134,4126,Duplicate Code,Low,Yes,Remove Dead Code,3.51,5.46,2023-03-27
1183,Inventory Management,Python,Module_176,3165,Duplicate Code,Medium,No,Remove Dead Code,2.69,9.73,2023-03-28
1184,Banking System,Python,Module_174,181,Magic Numbers,High,Yes,Extract Method,7.47,10.53,2023-03-29
1185,E-Commerce App,C++,Module_148,4466,Spaghetti Code,Low,Yes,Remove Dead Code,7.58,9.11,2023-03-30
1186,Healthcare Platform,Java,Module_267,210,God Class,High,Yes,Remove Dead Code,3.39,8.97,2023-03-31
1187,Banking System,Java,Module_124,2205,Duplicate Code,Medium,Yes,Replace Magic Number,9.64,7.22,2023-04-01
1188,E-Commerce App,Go,Module_104,630,Long Method,Medium,No,Split Class,3.41,13.59,2023-04-02
1189,Inventory Management,C++,Module_268,989,Feature Envy,Low,No,Split Class,2.84,3.04,2023-04-03
1190,Ride Sharing App,Python,Module_124,235,Feature Envy,Low,Yes,Extract Method,3.51,13.82,2023-04-04
1191,Ride Sharing App,C++,Module_24,1506,Magic Numbers,High,Yes,Move Method,7.11,12.1,2023-04-05
1192,Social Media App,JavaScript,Module_246,2076,Feature Envy,High,Yes,Move Method,4.57,13.0,2023-04-06
1193,Learning Management System,Python,Module_14,3099,Duplicate Code,Medium,Yes,Move Method,7.4,5.46,2023-04-07
1194,Inventory Management,C#,Module_35,1876,Feature Envy,Low,No,Inline Method,9.23,1.3,2023-04-08
1195,E-Commerce App,C#,Module_220,1910,Dead Code,Critical,Yes,Rename Variable,5.28,3.35,2023-04-09
1196,Healthcare Platform,C#,Module_23,1439,Magic Numbers,High,No,Move Method,5.52,14.45,2023-04-10
1197,Banking System,Go,Module_43,570,Feature Envy,High,No,Replace Magic Number,5.25,12.23,2023-04-11
1198,Healthcare Platform,C++,Module_24,285,Feature Envy,High,No,Extract Method,7.36,10.55,2023-04-12
1199,Social Media App,Java,Module_191,3354,Duplicate Code,High,No,Split Class,2.56,3.05,2023-04-13
1200,Social Media App,Python,Module_207,1955,Large Class,High,Yes,Rename Variable,1.02,5.97,2023-04-14
1201,Banking System,Go,Module_293,4661,Feature Envy,High,Yes,Replace Magic Number,7.97,9.74,2023-04-15
1202,Healthcare Platform,Java,Module_243,1020,Duplicate Code,High,No,Remove Dead Code,5.67,12.65,2023-04-16
1203,Learning Management System,Go,Module_239,617,Duplicate Code,Critical,Yes,Remove Dead Code,8.97,6.32,2023-04-17
1204,E-Commerce App,JavaScript,Module_133,2470,God Class,Low,Yes,Move Method,2.05,7.08,2023-04-18
1205,Banking System,Java,Module_37,924,Dead Code,Critical,Yes,Extract Method,7.39,4.29,2023-04-19
1206,Healthcare Platform,Python,Module_96,1528,Long Method,Critical,Yes,Move Method,1.34,7.2,2023-04-20
1207,Social Media App,C#,Module_11,4869,Duplicate Code,Low,No,Inline Method,5.46,10.55,2023-04-21
1208,Banking System,Java,Module_36,1600,Spaghetti Code,Critical,No,Replace Magic Number,1.59,5.2,2023-04-22
1209,Inventory Management,C#,Module_140,4199,Duplicate Code,Critical,No,Remove Dead Code,1.37,3.73,2023-04-23
1210,Learning Management System,JavaScript,Module_22,1990,Feature Envy,Medium,Yes,Move Method,4.91,6.5,2023-04-24
1211,Social Media App,JavaScript,Module_279,3248,God Class,High,No,Move Method,9.82,14.38,2023-04-25
1212,E-Commerce App,Python,Module_19,4169,God Class,Critical,No,Remove Dead Code,9.11,7.75,2023-04-26
1213,Ride Sharing App,JavaScript,Module_148,4249,Magic Numbers,Critical,Yes,Replace Magic Number,8.64,13.94,2023-04-27
1214,Inventory Management,Python,Module_7,3412,Spaghetti Code,Critical,Yes,Rename Variable,1.61,4.87,2023-04-28
1215,Learning Management System,C++,Module_41,4754,Duplicate Code,Medium,No,Extract Method,7.16,4.38,2023-04-29
1216,Healthcare Platform,Python,Module_292,500,Dead Code,Critical,Yes,Extract Method,1.88,11.28,2023-04-30
1217,Healthcare Platform,Java,Module_137,1860,Feature Envy,Low,Yes,Inline Method,7.51,5.62,2023-05-01
1218,Ride Sharing App,C++,Module_155,2707,Spaghetti Code,Critical,No,Move Method,8.73,0.18,2023-05-02
1219,Social Media App,C#,Module_188,396,Spaghetti Code,Low,Yes,Remove Dead Code,5.79,2.57,2023-05-03
1220,Banking System,Python,Module_156,4349,Duplicate Code,Low,No,Split Class,6.16,10.7,2023-05-04
1221,Banking System,Java,Module_25,4799,Dead Code,Critical,No,Replace Magic Number,3.34,13.61,2023-05-05
1222,Healthcare Platform,C++,Module_180,4027,Large Class,Low,Yes,Rename Variable,9.02,11.92,2023-05-06
1223,Learning Management System,C#,Module_262,4661,Feature Envy,Critical,Yes,Extract Method,6.03,10.94,2023-05-07
1224,Inventory Management,JavaScript,Module_139,4257,Large Class,Critical,Yes,Inline Method,7.46,8.83,2023-05-08
1225,E-Commerce App,Java,Module_279,73,God Class,High,Yes,Replace Magic Number,2.15,2.62,2023-05-09
1226,Learning Management System,Python,Module_224,1284,Dead Code,Critical,Yes,Extract Method,2.5,8.73,2023-05-10
1227,Inventory Management,Go,Module_207,3782,Spaghetti Code,Low,Yes,Extract Method,7.31,2.94,2023-05-11
1228,Banking System,C++,Module_270,1696,Feature Envy,Critical,Yes,Extract Method,8.69,6.51,2023-05-12
1229,Banking System,C++,Module_150,1039,God Class,Critical,Yes,Inline Method,3.75,4.99,2023-05-13
1230,Inventory Management,C++,Module_38,546,Dead Code,High,Yes,Remove Dead Code,3.47,2.99,2023-05-14
1231,Banking System,JavaScript,Module_12,4586,God Class,High,Yes,Rename Variable,4.04,7.07,2023-05-15
1232,Ride Sharing App,Go,Module_118,2838,Spaghetti Code,Medium,No,Remove Dead Code,8.34,6.31,2023-05-16
1233,E-Commerce App,C#,Module_172,3995,Duplicate Code,High,No,Extract Method,4.05,6.46,2023-05-17
1234,Banking System,C#,Module_7,1948,Duplicate Code,High,Yes,Rename Variable,5.42,6.24,2023-05-18
1235,E-Commerce App,C++,Module_294,1738,Feature Envy,Low,No,Extract Method,9.64,10.07,2023-05-19
1236,Learning Management System,C#,Module_193,632,Duplicate Code,High,Yes,Inline Method,2.99,10.75,2023-05-20
1237,Banking System,Java,Module_235,2734,Feature Envy,High,Yes,Move Method,8.26,13.2,2023-05-21
1238,Inventory Management,JavaScript,Module_105,3887,Long Method,Low,No,Move Method,4.65,14.3,2023-05-22
1239,Inventory Management,Python,Module_35,1039,Long Method,Medium,Yes,Extract Method,4.63,2.6,2023-05-23
1240,Banking System,JavaScript,Module_79,1058,Dead Code,Critical,Yes,Move Method,8.56,13.52,2023-05-24
1241,Learning Management System,Python,Module_177,4860,Magic Numbers,High,Yes,Extract Method,8.16,13.4,2023-05-25
1242,Social Media App,C#,Module_173,334,Large Class,Critical,No,Inline Method,9.7,8.45,2023-05-26
1243,Ride Sharing App,C#,Module_84,3215,Dead Code,Critical,Yes,Extract Method,6.35,3.61,2023-05-27
1244,Learning Management System,Java,Module_204,4668,Magic Numbers,Low,No,Inline Method,6.48,12.48,2023-05-28
1245,Social Media App,Java,Module_271,3523,God Class,Medium,No,Move Method,5.66,4.65,2023-05-29
1246,Healthcare Platform,Python,Module_5,2709,Magic Numbers,High,No,Extract Method,2.87,10.53,2023-05-30
1247,Ride Sharing App,Python,Module_296,365,God Class,Low,No,Move Method,5.55,11.67,2023-05-31
1248,Inventory Management,Python,Module_186,4320,Large Class,Critical,Yes,Move Method,5.15,12.02,2023-06-01
1249,Inventory Management,Java,Module_26,2248,Long Method,Critical,No,Remove Dead Code,1.0,6.58,2023-06-02
1250,Healthcare Platform,Java,Module_22,4289,Long Method,Low,No,Extract Method,4.04,3.79,2023-06-03
1251,Social Media App,C#,Module_232,442,God Class,High,Yes,Split Class,4.88,11.49,2023-06-04
1252,Healthcare Platform,Go,Module_212,864,Spaghetti Code,High,No,Inline Method,7.12,2.81,2023-06-05
1253,Banking System,Go,Module_234,1356,Large Class,Critical,No,Split Class,2.95,10.58,2023-06-06
1254,E-Commerce App,Java,Module_183,4658,God Class,High,No,Replace Magic Number,1.94,4.32,2023-06-07
1255,Banking System,Python,Module_224,1665,Dead Code,Critical,Yes,Remove Dead Code,7.32,2.2,2023-06-08
1256,Learning Management System,JavaScript,Module_211,1601,Spaghetti Code,Low,Yes,Move Method,7.19,3.95,2023-06-09
1257,Healthcare Platform,Java,Module_66,3250,Magic Numbers,Low,Yes,Remove Dead Code,5.64,4.58,2023-06-10
1258,Banking System,Java,Module_40,3165,God Class,High,No,Extract Method,8.87,13.15,2023-06-11
1259,Learning Management System,Java,Module_240,513,Dead Code,Medium,Yes,Extract Method,9.43,6.31,2023-06-12
1260,Ride Sharing App,Java,Module_21,2283,Duplicate Code,Low,Yes,Inline Method,4.47,10.45,2023-06-13
1261,Banking System,C++,Module_13,2702,Large Class,Low,No,Extract Method,1.78,8.88,2023-06-14
1262,E-Commerce App,Python,Module_227,4390,Spaghetti Code,Critical,No,Replace Magic Number,9.88,6.27,2023-06-15
1263,Learning Management System,JavaScript,Module_69,4048,Large Class,Medium,No,Rename Variable,4.42,11.47,2023-06-16
1264,E-Commerce App,Java,Module_95,3670,Magic Numbers,Low,Yes,Rename Variable,3.67,12.82,2023-06-17
1265,Healthcare Platform,JavaScript,Module_277,1999,Spaghetti Code,High,No,Remove Dead Code,2.65,13.84,2023-06-18
1266,Ride Sharing App,Python,Module_103,803,Magic Numbers,Critical,Yes,Extract Method,3.82,0.89,2023-06-19
1267,Learning Management System,C++,Module_124,4314,Spaghetti Code,Critical,No,Rename Variable,6.98,3.56,2023-06-20
1268,Learning Management System,Python,Module_265,2573,Magic Numbers,Medium,Yes,Rename Variable,9.14,14.64,2023-06-21
1269,Learning Management System,C++,Module_22,2433,Spaghetti Code,Critical,Yes,Rename Variable,8.06,10.3,2023-06-22
1270,Healthcare Platform,Python,Module_166,4286,Magic Numbers,Medium,No,Split Class,7.7,1.92,2023-06-23
1271,Learning Management System,JavaScript,Module_40,81,Magic Numbers,Critical,No,Inline Method,2.7,13.93,2023-06-24
1272,Inventory Management,C++,Module_155,3503,Spaghetti Code,Medium,Yes,Rename Variable,7.04,8.68,2023-06-25
1273,Inventory Management,C++,Module_165,4014,Duplicate Code,Medium,Yes,Rename Variable,7.1,7.75,2023-06-26
1274,Learning Management System,Java,Module_190,2122,Feature Envy,High,No,Extract Method,5.32,8.51,2023-06-27
1275,Banking System,Java,Module_155,4286,Large Class,High,Yes,Extract Method,5.59,11.83,2023-06-28
1276,Learning Management System,JavaScript,Module_202,2205,Spaghetti Code,High,No,Rename Variable,3.92,8.68,2023-06-29
1277,Learning Management System,Go,Module_58,237,Duplicate Code,Medium,Yes,Inline Method,2.55,8.79,2023-06-30
1278,Inventory Management,C++,Module_161,3973,Magic Numbers,Medium,No,Move Method,2.73,5.26,2023-07-01
1279,Learning Management System,Java,Module_87,4233,Magic Numbers,High,Yes,Remove Dead Code,3.21,9.02,2023-07-02
1280,Inventory Management,C++,Module_281,4472,God Class,Low,Yes,Split Class,1.26,5.3,2023-07-03
1281,Ride Sharing App,C++,Module_49,319,God Class,Low,Yes,Inline Method,2.39,1.55,2023-07-04
1282,Learning Management System,Python,Module_33,1846,Dead Code,Medium,No,Split Class,8.79,2.12,2023-07-05
1283,Social Media App,JavaScript,Module_19,2250,Dead Code,Low,No,Remove Dead Code,1.12,9.07,2023-07-06
1284,Ride Sharing App,Java,Module_274,3770,God Class,High,Yes,Rename Variable,7.55,13.34,2023-07-07
1285,Learning Management System,Go,Module_148,1830,Long Method,Medium,Yes,Inline Method,9.51,13.18,2023-07-08
1286,Ride Sharing App,JavaScript,Module_137,2232,Spaghetti Code,Low,No,Replace Magic Number,6.29,9.7,2023-07-09
1287,Banking System,Java,Module_235,3771,Duplicate Code,High,Yes,Inline Method,6.61,12.24,2023-07-10
1288,Inventory Management,C++,Module_87,2273,Duplicate Code,Medium,No,Extract Method,7.86,13.57,2023-07-11
1289,E-Commerce App,Python,Module_229,1062,Large Class,Low,No,Extract Method,2.69,7.01,2023-07-12
1290,Inventory Management,C#,Module_126,4722,Feature Envy,Critical,No,Inline Method,9.09,10.46,2023-07-13
1291,Ride Sharing App,Python,Module_89,2286,Duplicate Code,High,No,Inline Method,6.93,4.3,2023-07-14
1292,Banking System,Java,Module_19,1922,Feature Envy,High,No,Extract Method,7.14,8.52,2023-07-15
1293,Ride Sharing App,Go,Module_50,1133,Feature Envy,High,Yes,Extract Method,5.67,8.14,2023-07-16
1294,Learning Management System,Java,Module_169,556,God Class,High,No,Replace Magic Number,5.28,6.87,2023-07-17
1295,Healthcare Platform,JavaScript,Module_226,4165,Magic Numbers,Low,Yes,Rename Variable,9.92,5.75,2023-07-18
1296,Ride Sharing App,Go,Module_33,4752,Dead Code,Critical,Yes,Move Method,1.7,5.58,2023-07-19
1297,Inventory Management,C++,Module_163,3451,God Class,Medium,No,Rename Variable,4.82,11.16,2023-07-20
1298,Learning Management System,Java,Module_196,2154,Large Class,Medium,Yes,Replace Magic Number,2.83,5.77,2023-07-21
1299,Banking System,C++,Module_172,2798,Large Class,Critical,Yes,Inline Method,7.56,10.42,2023-07-22
1300,Learning Management System,Python,Module_275,1612,God Class,Critical,No,Split Class,8.66,7.51,2023-07-23
1301,Banking System,Go,Module_145,782,Magic Numbers,High,Yes,Inline Method,1.52,5.77,2023-07-24
1302,Social Media App,C#,Module_95,1378,Duplicate Code,Low,Yes,Replace Magic Number,3.06,4.92,2023-07-25
1303,Learning Management System,C++,Module_82,838,Feature Envy,Critical,No,Rename Variable,9.51,1.18,2023-07-26
1304,Healthcare Platform,JavaScript,Module_190,1146,Feature Envy,Low,Yes,Inline Method,2.89,1.73,2023-07-27
1305,E-Commerce App,Go,Module_37,3256,Large Class,Critical,Yes,Rename Variable,1.72,11.36,2023-07-28
1306,Healthcare Platform,Go,Module_238,4872,Long Method,High,No,Replace Magic Number,4.86,1.13,2023-07-29
